tag,cross,female.parent,male.parent,n.female,n.male,n.total,rep
5539,513x882,513,882,21,19,40,Blue
5540,513x375,513,375,63,49,112,Blue
5541,513x367,513,367,36,32,68,Blue
5542,513x639,513,639,43,47,90,Blue
5543,513x399,513,399,42,35,77,Blue
5544,513x379,513,379,69,60,129,Blue
5545,513x380,513,380,40,48,88,Blue
5546,513x398,513,398,31,36,67,Blue
5547,513x21,513,21,45,40,85,Blue
5548,513x235,513,235,44,38,82,Blue
5549,513x461,513,461,45,53,98,Blue
5550,513x790,513,790,48,43,91,Blue
5551,517x45,517,45,49,47,96,White
5552,517x228,517,228,48,53,101,White
5553,517x26,517,26,51,47,98,White
5554,517x810,517,810,64,65,129,White
5555,517x217,517,217,47,59,106,White
5556,517x256,517,256,45,38,83,White
5557,517x233,517,233,41,32,73,White
5558,517x28,517,28,41,36,77,White
5559,517x280,517,280,59,47,106,White
5560,517x513,517,513,44,45,89,White
5561,517x91,517,91,59,68,127,White
5562,517x239,517,239,54,49,103,White
5563,517x370,517,370,53,59,112,White
5564,517x195,517,195,74,83,157,White
5565,517x57,517,57,40,33,73,White
5566,517x138,517,138,66,73,139,White
5567,517x208,517,208,76,67,143,White
5568,517x161,517,161,25,44,69,White
5569,517x386,517,386,44,39,83,White
5570,517x176,517,176,50,52,102,White
5571,517x40,517,40,37,43,80,White
5572,517x365,517,365,62,67,129,White
5573,517x555,517,555,37,53,90,White
5574,517x712,517,712,81,84,165,White
5575,517x805,517,805,59,73,132,White
5576,517x41,517,41,58,66,124,White
5577,517x517,517,517,63,58,121,White
5578,517x227,517,227,46,49,95,White
5579,517x705,517,705,23,29,52,White
5580,517x158,517,158,37,31,68,White
5581,517x908,517,908,33,26,59,White
5582,517x890,517,890,37,33,70,White
5583,517x129,517,129,78,61,139,White
5584,517x820,517,820,41,45,86,White
5585,517x595,517,595,48,38,86,White
5586,517x318,517,318,62,39,101,White
5587,517x313,517,313,59,61,120,White
5588,517x358,517,358,88,70,158,White
5589,517x882,517,882,63,65,128,White
5590,517x375,517,375,24,45,69,White
5591,517x367,517,367,44,40,84,White
5592,517x639,517,639,59,71,130,White
5593,517x399,517,399,44,46,90,White
5594,517x379,517,379,93,60,153,White
5595,517x380,517,380,65,73,138,White
5596,517x398,517,398,63,46,109,White
5597,517x21,517,21,80,55,135,White
5598,517x235,517,235,73,62,135,White
5599,517x461,517,461,39,30,69,White
5600,517x790,517,790,44,46,90,White
5601,517x45,517,45,61,62,123,Red
5602,517x228,517,228,88,77,165,Red
5603,517x26,517,26,64,86,150,Red
5604,517x810,517,810,60,63,123,Red
5605,517x217,517,217,60,68,128,Red
5606,517x256,517,256,61,69,130,Red
5607,517x233,517,233,33,37,70,Red
5608,517x28,517,28,62,73,135,Red
5609,517x280,517,280,59,53,112,Red
5610,517x513,517,513,69,68,137,Red
5611,517x91,517,91,81,79,160,Red
5612,517x239,517,239,58,76,134,Red
5613,517x370,517,370,62,68,130,Red
5614,517x195,517,195,72,66,138,Red
5615,517x57,517,57,71,54,125,Red
5616,517x138,517,138,65,46,111,Red
5617,517x208,517,208,63,61,124,Red
5618,517x161,517,161,48,51,99,Red
5619,517x386,517,386,65,50,115,Red
5620,517x176,517,176,48,60,108,Red
5621,517x40,517,40,69,71,140,Red
5622,517x365,517,365,83,78,161,Red
5623,517x555,517,555,47,33,80,Red
5624,517x712,517,712,49,51,100,Red
5625,517x805,517,805,76,58,134,Red
5626,517x41,517,41,51,58,109,Red
5627,517x517,517,517,78,72,150,Red
5628,517x227,517,227,64,52,116,Red
5629,517x705,517,705,53,47,100,Red
5630,517x158,517,158,64,59,123,Red
5631,517x908,517,908,54,56,110,Red
5632,517x890,517,890,63,62,125,Red
5633,517x129,517,129,66,74,140,Red
5634,517x820,517,820,50,64,114,Red
5635,517x595,517,595,51,48,99,Red
5636,517x318,517,318,68,68,136,Red
5637,517x313,517,313,46,50,96,Red
5638,517x358,517,358,71,59,130,Red
5639,517x882,517,882,64,60,124,Red
5640,517x375,517,375,63,43,106,Red
5641,517x367,517,367,76,68,144,Red
5642,517x639,517,639,56,119,175,Red
5643,517x399,517,399,42,41,83,Red
5644,517x379,517,379,76,76,152,Red
5645,517x380,517,380,64,67,131,Red
5646,517x398,517,398,64,76,140,Red
5647,517x21,517,21,49,46,95,Red
5648,517x235,517,235,46,41,87,Red
5649,517x461,517,461,80,69,149,Red
5650,517x790,517,790,77,80,157,Red
5651,517x45,517,45,80,65,145,Blue
5652,517x228,517,228,49,62,111,Blue
5653,517x26,517,26,44,39,83,Blue
5654,517x810,517,810,60,56,116,Blue
5655,517x217,517,217,67,52,119,Blue
5656,517x256,517,256,69,51,120,Blue
5657,517x233,517,233,55,48,103,Blue
5658,517x28,517,28,49,37,86,Blue
5659,517x280,517,280,54,52,106,Blue
5660,517x513,517,513,47,50,97,Blue
5661,517x91,517,91,35,61,96,Blue
5662,517x239,517,239,76,69,145,Blue
5663,517x370,517,370,58,68,126,Blue
5664,517x195,517,195,72,80,152,Blue
5665,517x57,517,57,62,57,119,Blue
5666,517x138,517,138,50,59,109,Blue
5667,517x208,517,208,57,77,134,Blue
5668,517x161,517,161,47,53,100,Blue
5669,517x386,517,386,70,53,123,Blue
5670,517x176,517,176,49,48,97,Blue
5671,517x40,517,40,40,61,101,Blue
5672,517x365,517,365,66,55,121,Blue
5673,517x555,517,555,49,39,88,Blue
5674,517x712,517,712,44,43,87,Blue
5675,517x805,517,805,46,46,92,Blue
5676,517x41,517,41,53,48,101,Blue
5677,517x517,517,517,52,46,98,Blue
5678,517x227,517,227,62,70,132,Blue
5679,517x705,517,705,52,55,107,Blue
5680,517x158,517,158,70,55,125,Blue
5681,517x908,517,908,42,54,96,Blue
5682,517x890,517,890,77,65,142,Blue
5683,517x129,517,129,61,58,119,Blue
5684,517x820,517,820,56,81,137,Blue
5685,517x595,517,595,52,48,100,Blue
5686,517x318,517,318,54,75,129,Blue
5687,517x313,517,313,63,47,110,Blue
5688,517x358,517,358,73,81,154,Blue
5689,517x882,517,882,67,72,139,Blue
5690,517x375,517,375,72,79,151,Blue
5691,517x367,517,367,48,62,110,Blue
5692,517x639,517,639,94,92,186,Blue
5693,517x399,517,399,65,60,125,Blue
5694,517x379,517,379,70,64,134,Blue
5695,517x380,517,380,57,49,106,Blue
5696,517x398,517,398,83,76,159,Blue
5697,517x21,517,21,53,34,87,Blue
5698,517x235,517,235,59,47,106,Blue
5699,517x461,517,461,70,66,136,Blue
5700,517x790,517,790,89,73,162,Blue
5701,555x45,555,45,73,55,128,White
5702,555x228,555,228,49,56,105,White
5703,555x26,555,26,61,56,117,White
5704,555x810,555,810,38,43,81,White
5705,555x217,555,217,49,56,105,White
5706,555x256,555,256,48,51,99,White
5707,555x233,555,233,47,49,96,White
5708,555x28,555,28,55,50,105,White
5709,555x280,555,280,71,66,137,White
5710,555x513,555,513,56,56,112,White
5711,555x91,555,91,49,50,99,White
5712,555x239,555,239,54,48,102,White
5713,555x370,555,370,28,26,54,White
5714,555x195,555,195,40,49,89,White
5715,555x57,555,57,56,46,102,White
5716,555x138,555,138,49,44,93,White
5717,555x208,555,208,68,59,127,White
5718,555x161,555,161,46,33,79,White
5719,555x386,555,386,46,59,105,White
5720,555x176,555,176,65,57,122,White
5721,555x40,555,40,28,30,58,White
5722,555x365,555,365,38,41,79,White
5723,555x555,555,555,35,36,71,White
5724,555x712,555,712,56,48,104,White
5725,555x805,555,805,59,51,110,White
5726,555x41,555,41,44,41,85,White
5727,555x517,555,517,29,24,53,White
5728,555x227,555,227,69,51,120,White
5729,555x705,555,705,50,59,109,White
5730,555x158,555,158,49,49,98,White
5731,555x908,555,908,69,34,103,White
5732,555x890,555,890,23,31,54,White
5733,555x129,555,129,41,44,85,White
5734,555x820,555,820,43,52,95,White
5735,555x595,555,595,41,41,82,White
5736,555x318,555,318,46,53,99,White
5737,555x313,555,313,40,46,86,White
5738,555x358,555,358,38,46,84,White
5739,555x882,555,882,40,54,94,White
5740,555x375,555,375,54,67,121,White
5741,555x367,555,367,31,36,67,White
5742,555x639,555,639,52,59,111,White
5743,555x399,555,399,48,60,108,White
5744,555x379,555,379,57,62,119,White
5745,555x380,555,380,36,58,94,White
5746,555x398,555,398,49,49,98,White
5747,555x21,555,21,39,40,79,White
5748,555x235,555,235,63,57,120,White
5749,555x461,555,461,62,52,114,White
5750,555x790,555,790,72,65,137,White
5751,555x45,555,45,38,59,97,Red
5752,555x228,555,228,63,48,111,Red
5753,555x26,555,26,37,39,76,Red
5754,555x810,555,810,62,56,118,Red
5755,555x217,555,217,51,65,116,Red
5756,555x256,555,256,35,45,80,Red
5757,555x233,555,233,41,45,86,Red
5758,555x28,555,28,59,52,111,Red
5759,555x280,555,280,40,49,89,Red
5760,555x513,555,513,61,49,110,Red
5761,555x91,555,91,46,47,93,Red
5762,555x239,555,239,55,52,107,Red
5763,555x370,555,370,37,46,83,Red
5764,555x195,555,195,51,53,104,Red
5765,555x57,555,57,18,12,30,Red
5766,555x138,555,138,69,58,127,Red
5767,555x208,555,208,44,39,83,Red
5768,555x161,555,161,43,34,77,Red
5769,555x386,555,386,36,42,78,Red
5770,555x176,555,176,71,60,131,Red
5771,555x40,555,40,53,51,104,Red
5772,555x365,555,365,52,54,106,Red
5773,555x555,555,555,45,46,91,Red
5774,555x712,555,712,34,29,63,Red
5775,555x805,555,805,49,41,90,Red
5776,555x41,555,41,57,46,103,Red
5777,555x517,555,517,36,42,78,Red
5778,555x227,555,227,58,48,106,Red
5779,555x705,555,705,73,69,142,Red
5780,555x158,555,158,56,52,108,Red
5781,555x908,555,908,61,46,107,Red
5782,555x890,555,890,13,10,23,Red
5783,555x129,555,129,32,38,70,Red
5784,555x820,555,820,60,57,117,Red
5785,555x595,555,595,56,41,97,Red
5786,555x318,555,318,57,44,101,Red
5787,555x313,555,313,35,48,83,Red
5788,555x358,555,358,26,35,61,Red
5789,555x882,555,882,47,88,135,Red
5790,555x375,555,375,56,40,96,Red
5791,555x367,555,367,43,38,81,Red
5792,555x639,555,639,34,30,64,Red
5793,555x399,555,399,46,43,89,Red
5794,555x379,555,379,64,68,132,Red
5795,555x380,555,380,47,44,91,Red
5796,555x398,555,398,49,40,89,Red
5797,555x21,555,21,28,22,50,Red
5798,555x235,555,235,42,47,89,Red
5799,555x461,555,461,55,53,108,Red
5800,555x790,555,790,71,57,128,Red
5801,555x45,555,45,43,51,94,Blue
5802,555x228,555,228,43,38,81,Blue
5803,555x26,555,26,65,54,119,Blue
5804,555x810,555,810,81,58,139,Blue
5805,555x217,555,217,41,40,81,Blue
5806,555x256,555,256,51,58,109,Blue
5807,555x233,555,233,53,51,104,Blue
5808,555x28,555,28,57,48,105,Blue
5809,555x280,555,280,66,54,120,Blue
5810,555x513,555,513,43,46,89,Blue
5811,555x91,555,91,64,41,105,Blue
5812,555x239,555,239,73,68,141,Blue
5813,555x370,555,370,40,35,75,Blue
5814,555x195,555,195,64,45,109,Blue
5815,555x57,555,57,42,61,103,Blue
5816,555x138,555,138,52,65,117,Blue
5817,555x208,555,208,40,45,85,Blue
5818,555x161,555,161,59,54,113,Blue
5819,555x386,555,386,54,59,113,Blue
5820,555x176,555,176,56,40,96,Blue
5821,555x40,555,40,50,48,98,Blue
5822,555x365,555,365,54,61,115,Blue
5823,555x555,555,555,22,29,51,Blue
5824,555x712,555,712,29,39,68,Blue
5825,555x805,555,805,58,61,119,Blue
5826,555x41,555,41,44,52,96,Blue
5827,555x517,555,517,38,56,94,Blue
5828,555x227,555,227,48,51,99,Blue
5829,555x705,555,705,62,65,127,Blue
5830,555x158,555,158,54,35,89,Blue
5831,555x908,555,908,41,59,100,Blue
5832,555x890,555,890,25,27,52,Blue
5833,555x129,555,129,29,46,75,Blue
5834,555x820,555,820,49,47,96,Blue
5835,555x595,555,595,43,41,84,Blue
5836,555x318,555,318,65,48,113,Blue
5837,555x313,555,313,56,47,103,Blue
5838,555x358,555,358,58,34,92,Blue
5839,555x882,555,882,67,53,120,Blue
5840,555x375,555,375,35,39,74,Blue
5841,555x367,555,367,49,60,109,Blue
5842,555x639,555,639,68,63,131,Blue
5843,555x399,555,399,35,39,74,Blue
5844,555x379,555,379,55,53,108,Blue
5845,555x380,555,380,79,61,140,Blue
5846,555x398,555,398,66,59,125,Blue
5847,555x21,555,21,44,40,84,Blue
5848,555x235,555,235,60,50,110,Blue
5849,555x461,555,461,68,50,118,Blue
5850,555x790,555,790,49,48,97,Blue
5851,595x45,595,45,24,24,48,White
5852,595x228,595,228,40,30,70,White
5853,595x26,595,26,22,14,36,White
5854,595x810,595,810,55,54,109,White
5855,595x217,595,217,20,15,35,White
5856,595x256,595,256,54,44,98,White
5857,595x233,595,233,61,63,124,White
5858,595x28,595,28,51,26,77,White
5859,595x280,595,280,33,25,58,White
5860,595x513,595,513,55,52,107,White
5861,595x91,595,91,30,36,66,White
5862,595x239,595,239,31,28,59,White
5863,595x370,595,370,49,39,88,White
5864,595x195,595,195,45,34,79,White
5865,595x57,595,57,51,44,95,White
5866,595x138,595,138,65,69,134,White
5867,595x208,595,208,42,37,79,White
5868,595x161,595,161,40,25,65,White
5869,595x386,595,386,37,31,68,White
5870,595x176,595,176,53,42,95,White
5871,595x40,595,40,17,23,40,White
5872,595x365,595,365,46,57,103,White
5873,595x555,595,555,28,28,56,White
5874,595x712,595,712,34,44,78,White
5875,595x805,595,805,29,30,59,White
5876,595x41,595,41,19,26,45,White
5877,595x517,595,517,18,22,40,White
5878,595x227,595,227,41,33,74,White
5879,595x705,595,705,22,21,43,White
5880,595x158,595,158,34,24,58,White
5881,595x908,595,908,11,14,25,White
5882,595x890,595,890,30,32,62,White
5883,595x129,595,129,53,57,110,White
5884,595x820,595,820,60,48,108,White
5885,595x595,595,595,52,40,92,White
5886,595x318,595,318,23,25,48,White
5887,595x313,595,313,25,38,63,White
5888,595x358,595,358,31,45,76,White
5889,595x882,595,882,57,44,101,White
5890,595x375,595,375,46,67,113,White
5891,595x367,595,367,50,55,105,White
5892,595x639,595,639,48,49,97,White
5893,595x399,595,399,35,22,57,White
5894,595x379,595,379,53,53,106,White
5895,595x380,595,380,37,46,83,White
5896,595x398,595,398,64,45,109,White
5897,595x21,595,21,11,14,25,White
5898,595x235,595,235,50,44,94,White
5899,595x461,595,461,62,61,123,White
5900,595x790,595,790,53,56,109,White
5901,595x45,595,45,47,47,94,Red
5902,595x228,595,228,13,13,26,Red
5903,595x26,595,26,42,44,86,Red
5904,595x810,595,810,44,40,84,Red
5905,595x217,595,217,48,40,88,Red
5906,595x256,595,256,41,37,78,Red
5907,595x233,595,233,42,32,74,Red
5908,595x28,595,28,40,37,77,Red
5909,595x280,595,280,26,20,46,Red
5910,595x513,595,513,30,37,67,Red
5911,595x91,595,91,30,42,72,Red
5912,595x239,595,239,36,21,57,Red
5913,595x370,595,370,32,39,71,Red
5914,595x195,595,195,48,38,86,Red
5915,595x57,595,57,37,32,69,Red
5916,595x138,595,138,46,48,94,Red
5917,595x208,595,208,57,40,97,Red
5918,595x161,595,161,28,46,74,Red
5919,595x386,595,386,59,56,115,Red
5920,595x176,595,176,62,66,128,Red
5921,595x40,595,40,16,12,28,Red
5922,595x365,595,365,45,40,85,Red
5923,595x555,595,555,30,32,62,Red
5924,595x712,595,712,42,33,75,Red
5925,595x805,595,805,46,49,95,Red
5926,595x41,595,41,21,8,29,Red
5927,595x517,595,517,22,16,38,Red
5928,595x227,595,227,33,54,87,Red
5929,595x705,595,705,42,31,73,Red
5930,595x158,595,158,44,37,81,Red
5931,595x908,595,908,17,32,49,Red
5932,595x890,595,890,39,51,90,Red
5933,595x129,595,129,70,52,122,Red
5934,595x820,595,820,25,27,52,Red
5935,595x595,595,595,58,41,99,Red
5936,595x318,595,318,47,22,69,Red
5937,595x313,595,313,48,44,92,Red
5938,595x358,595,358,21,16,37,Red
5939,595x882,595,882,64,54,118,Red
5940,595x375,595,375,33,36,69,Red
5941,595x367,595,367,31,24,55,Red
5942,595x639,595,639,53,50,103,Red
5943,595x399,595,399,39,27,66,Red
5944,595x379,595,379,74,49,123,Red
5945,595x380,595,380,44,43,87,Red
5946,595x398,595,398,71,50,121,Red
5947,595x21,595,21,60,48,108,Red
5948,595x235,595,235,50,51,101,Red
5949,595x461,595,461,43,53,96,Red
5950,595x790,595,790,62,54,116,Red
5951,595x45,595,45,46,56,102,Blue
5952,595x228,595,228,26,21,47,Blue
5953,595x26,595,26,34,29,63,Blue
5954,595x810,595,810,62,53,115,Blue
5955,595x217,595,217,26,31,57,Blue
5956,595x256,595,256,34,38,72,Blue
5957,595x233,595,233,43,42,85,Blue
5958,595x28,595,28,11,23,34,Blue
5959,595x280,595,280,11,17,28,Blue
5960,595x513,595,513,43,40,83,Blue
5961,595x91,595,91,49,50,99,Blue
5962,595x239,595,239,33,30,63,Blue
5963,595x370,595,370,77,60,137,Blue
5964,595x195,595,195,43,54,97,Blue
5965,595x57,595,57,11,10,21,Blue
5966,595x138,595,138,68,68,136,Blue
5967,595x208,595,208,38,38,76,Blue
5968,595x161,595,161,67,77,144,Blue
5969,595x386,595,386,66,56,122,Blue
5970,595x176,595,176,56,44,100,Blue
5971,595x40,595,40,34,47,81,Blue
5972,595x365,595,365,38,36,74,Blue
5973,595x555,595,555,26,21,47,Blue
5974,595x712,595,712,36,47,83,Blue
5975,595x805,595,805,20,38,58,Blue
5976,595x41,595,41,25,23,48,Blue
5977,595x517,595,517,39,32,71,Blue
5978,595x227,595,227,45,45,90,Blue
5979,595x705,595,705,68,63,131,Blue
5980,595x158,595,158,37,36,73,Blue
5981,595x908,595,908,26,22,48,Blue
5982,595x890,595,890,71,82,153,Blue
5983,595x129,595,129,82,88,170,Blue
5984,595x820,595,820,44,36,80,Blue
5985,595x595,595,595,44,35,79,Blue
5986,595x318,595,318,31,27,58,Blue
5987,595x313,595,313,16,21,37,Blue
5988,595x358,595,358,40,38,78,Blue
5989,595x882,595,882,73,71,144,Blue
5990,595x375,595,375,37,26,63,Blue
5991,595x367,595,367,20,16,36,Blue
5992,595x639,595,639,49,42,91,Blue
5993,595x399,595,399,61,53,114,Blue
5994,595x379,595,379,44,46,90,Blue
5995,595x380,595,380,62,80,142,Blue
5996,595x398,595,398,60,52,112,Blue
5997,595x21,595,21,8,15,23,Blue
5998,595x235,595,235,27,33,60,Blue
5999,595x461,595,461,59,53,112,Blue
6000,595x790,595,790,35,17,52,Blue
6001,639x45,639,45,31,24,55,White
6002,639x228,639,228,21,16,37,White
6003,639x26,639,26,46,43,89,White
6004,639x810,639,810,40,41,81,White
6005,639x217,639,217,47,48,95,White
6006,639x256,639,256,41,28,69,White
6007,639x233,639,233,37,29,66,White
6008,639x28,639,28,43,45,88,White
6009,639x280,639,280,33,23,56,White
6010,639x513,639,513,53,42,95,White
6011,639x91,639,91,26,43,69,White
6012,639x239,639,239,37,28,65,White
6013,639x370,639,370,38,34,72,White
6014,639x195,639,195,35,32,67,White
6015,639x57,639,57,51,42,93,White
6016,639x138,639,138,23,20,43,White
6017,639x208,639,208,39,49,88,White
6018,639x161,639,161,30,37,67,White
6019,639x386,639,386,40,56,96,White
6020,639x176,639,176,40,40,80,White
6021,639x40,639,40,37,28,65,White
6022,639x365,639,365,49,41,90,White
6023,639x555,639,555,25,36,61,White
6024,639x712,639,712,42,42,84,White
6025,639x805,639,805,31,38,69,White
6026,639x41,639,41,70,63,133,White
6027,639x517,639,517,48,52,100,White
6028,639x227,639,227,45,39,84,White
6029,639x705,639,705,47,33,80,White
6030,639x158,639,158,33,39,72,White
6031,639x908,639,908,51,38,89,White
6032,639x890,639,890,22,33,55,White
6033,639x129,639,129,59,47,106,White
6034,639x820,639,820,29,25,54,White
6035,639x595,639,595,34,33,67,White
6036,639x318,639,318,21,16,37,White
6037,639x313,639,313,54,33,87,White
6038,639x358,639,358,50,53,103,White
6039,639x882,639,882,46,29,75,White
6040,639x375,639,375,38,43,81,White
6041,639x367,639,367,32,21,53,White
6042,639x639,639,639,29,33,62,White
6043,639x399,639,399,28,19,47,White
6044,639x379,639,379,57,51,108,White
6045,639x380,639,380,55,45,100,White
6046,639x398,639,398,35,40,75,White
6047,639x21,639,21,17,25,42,White
6048,639x235,639,235,41,39,80,White
6049,639x461,639,461,33,27,60,White
6050,639x790,639,790,50,31,81,White
6051,639x45,639,45,31,32,63,Red
6052,639x228,639,228,29,26,55,Red
6053,639x26,639,26,45,59,104,Red
6054,639x810,639,810,40,32,72,Red
6055,639x217,639,217,45,42,87,Red
6056,639x256,639,256,43,52,95,Red
6057,639x233,639,233,15,12,27,Red
6058,639x28,639,28,36,38,74,Red
6059,639x280,639,280,59,46,105,Red
6060,639x513,639,513,41,41,82,Red
6061,639x91,639,91,54,47,101,Red
6062,639x239,639,239,50,54,104,Red
6063,639x370,639,370,41,33,74,Red
6064,639x195,639,195,45,49,94,Red
6065,639x57,639,57,48,68,116,Red
6066,639x138,639,138,30,29,59,Red
6067,639x208,639,208,39,58,97,Red
6068,639x161,639,161,55,58,113,Red
6069,639x386,639,386,40,58,98,Red
6070,639x176,639,176,57,41,98,Red
6071,639x40,639,40,60,51,111,Red
6072,639x365,639,365,55,64,119,Red
6073,639x555,639,555,51,50,101,Red
6074,639x712,639,712,48,68,116,Red
6075,639x805,639,805,45,58,103,Red
6076,639x41,639,41,58,79,137,Red
6077,639x517,639,517,38,44,82,Red
6078,639x227,639,227,50,62,112,Red
6079,639x705,639,705,49,56,105,Red
6080,639x158,639,158,70,59,129,Red
6081,639x908,639,908,69,71,140,Red
6082,639x890,639,890,29,32,61,Red
6083,639x129,639,129,40,31,71,Red
6084,639x820,639,820,40,35,75,Red
6085,639x595,639,595,39,39,78,Red
6086,639x318,639,318,22,24,46,Red
6087,639x313,639,313,57,69,126,Red
6088,639x358,639,358,38,40,78,Red
6089,639x882,639,882,47,39,86,Red
6090,639x375,639,375,31,35,66,Red
6091,639x367,639,367,34,41,75,Red
6092,639x639,639,639,32,28,60,Red
6093,639x399,639,399,79,47,126,Red
6094,639x379,639,379,47,36,83,Red
6095,639x380,639,380,13,24,37,Red
6096,639x398,639,398,49,36,85,Red
6097,639x21,639,21,55,54,109,Red
6098,639x235,639,235,48,51,99,Red
6099,639x461,639,461,29,43,72,Red
6100,639x790,639,790,37,29,66,Red
6101,639x45,639,45,28,32,60,Blue
6102,639x228,639,228,34,41,75,Blue
6103,639x26,639,26,33,37,70,Blue
6104,639x810,639,810,52,60,112,Blue
6105,639x217,639,217,44,36,80,Blue
6106,639x256,639,256,36,45,81,Blue
6107,639x233,639,233,30,37,67,Blue
6108,639x28,639,28,52,62,114,Blue
6109,639x280,639,280,38,38,76,Blue
6110,639x513,639,513,56,65,121,Blue
6111,639x91,639,91,42,46,88,Blue
6112,639x239,639,239,28,21,49,Blue
6113,639x370,639,370,36,33,69,Blue
6114,639x195,639,195,31,42,73,Blue
6115,639x57,639,57,49,53,102,Blue
6116,639x138,639,138,31,21,52,Blue
6117,639x208,639,208,69,61,130,Blue
6118,639x161,639,161,43,43,86,Blue
6119,639x386,639,386,52,63,115,Blue
6120,639x176,639,176,59,69,128,Blue
6121,639x40,639,40,37,25,62,Blue
6122,639x365,639,365,30,29,59,Blue
6123,639x555,639,555,28,34,62,Blue
6124,639x712,639,712,43,54,97,Blue
6125,639x805,639,805,27,47,74,Blue
6126,639x41,639,41,51,52,103,Blue
6127,639x517,639,517,37,44,81,Blue
6128,639x227,639,227,50,29,79,Blue
6129,639x705,639,705,48,30,78,Blue
6130,639x158,639,158,49,45,94,Blue
6131,639x908,639,908,38,43,81,Blue
6132,639x890,639,890,26,17,43,Blue
6133,639x129,639,129,57,44,101,Blue
6134,639x820,639,820,41,41,82,Blue
6135,639x595,639,595,50,55,105,Blue
6136,639x318,639,318,60,54,114,Blue
6137,639x313,639,313,56,53,109,Blue
6138,639x358,639,358,55,63,118,Blue
6139,639x882,639,882,37,39,76,Blue
6140,639x375,639,375,29,31,60,Blue
6141,639x367,639,367,43,48,91,Blue
6142,639x639,639,639,46,54,100,Blue
6143,639x399,639,399,47,44,91,Blue
6144,639x379,639,379,34,44,78,Blue
6145,639x380,639,380,23,20,43,Blue
6146,639x398,639,398,36,36,72,Blue
6147,639x21,639,21,36,24,60,Blue
6148,639x235,639,235,42,41,83,Blue
6149,639x461,639,461,43,35,78,Blue
6150,639x790,639,790,31,24,55,Blue
6151,705x45,705,45,54,40,94,White
6152,705x228,705,228,18,13,31,White
6153,705x26,705,26,29,36,65,White
6154,705x810,705,810,16,15,31,White
6155,705x217,705,217,18,20,38,White
6156,705x256,705,256,39,44,83,White
6157,705x233,705,233,12,16,28,White
6158,705x28,705,28,31,30,61,White
6159,705x280,705,280,39,37,76,White
6160,705x513,705,513,50,42,92,White
6161,705x91,705,91,12,16,28,White
6162,705x239,705,239,22,17,39,White
6163,705x370,705,370,9,17,26,White
6164,705x195,705,195,18,25,43,White
6165,705x57,705,57,24,15,39,White
6166,705x138,705,138,28,17,45,White
6167,705x208,705,208,24,14,38,White
6168,705x161,705,161,29,23,52,White
6169,705x386,705,386,50,70,120,White
6170,705x176,705,176,20,19,39,White
6171,705x40,705,40,15,16,31,White
6172,705x365,705,365,25,19,44,White
6173,705x555,705,555,15,19,34,White
6174,705x712,705,712,16,19,35,White
6175,705x805,705,805,10,13,23,White
6176,705x41,705,41,37,35,72,White
6177,705x517,705,517,33,46,79,White
6178,705x227,705,227,34,24,58,White
6179,705x705,705,705,49,50,99,White
6180,705x158,705,158,32,28,60,White
6181,705x908,705,908,32,17,49,White
6182,705x890,705,890,11,11,22,White
6183,705x129,705,129,22,12,34,White
6184,705x820,705,820,21,18,39,White
6185,705x595,705,595,20,17,37,White
6186,705x318,705,318,15,11,26,White
6187,705x313,705,313,39,34,73,White
6188,705x358,705,358,38,39,77,White
6189,705x882,705,882,33,35,68,White
6190,705x375,705,375,33,30,63,White
6191,705x367,705,367,23,17,40,White
6192,705x639,705,639,30,26,56,White
6193,705x399,705,399,31,27,58,White
6194,705x379,705,379,41,31,72,White
6195,705x380,705,380,53,31,84,White
6196,705x398,705,398,23,17,40,White
6197,705x21,705,21,12,11,23,White
6198,705x235,705,235,15,17,32,White
6199,705x461,705,461,22,19,41,White
6200,705x790,705,790,24,35,59,White
6201,705x45,705,45,18,16,34,Red
6202,705x228,705,228,36,28,64,Red
6203,705x26,705,26,22,17,39,Red
6204,705x810,705,810,20,23,43,Red
6205,705x217,705,217,30,38,68,Red
6206,705x256,705,256,47,44,91,Red
6207,705x233,705,233,21,23,44,Red
6208,705x28,705,28,20,25,45,Red
6209,705x280,705,280,26,25,51,Red
6210,705x513,705,513,22,19,41,Red
6211,705x91,705,91,20,23,43,Red
6212,705x239,705,239,13,26,39,Red
6213,705x370,705,370,45,46,91,Red
6214,705x195,705,195,11,16,27,Red
6215,705x57,705,57,16,11,27,Red
6216,705x138,705,138,22,36,58,Red
6217,705x208,705,208,44,47,91,Red
6218,705x161,705,161,28,24,52,Red
6219,705x386,705,386,26,23,49,Red
6220,705x176,705,176,28,34,62,Red
6221,705x40,705,40,16,18,34,Red
6222,705x365,705,365,5,10,15,Red
6223,705x555,705,555,14,26,40,Red
6224,705x712,705,712,28,39,67,Red
6225,705x805,705,805,56,63,119,Red
6226,705x41,705,41,39,32,71,Red
6227,705x517,705,517,22,16,38,Red
6228,705x227,705,227,36,36,72,Red
6229,705x705,705,705,31,22,53,Red
6230,705x158,705,158,24,35,59,Red
6231,705x908,705,908,22,22,44,Red
6232,705x890,705,890,49,52,101,Red
6233,705x129,705,129,30,25,55,Red
6234,705x820,705,820,24,27,51,Red
6235,705x595,705,595,26,30,56,Red
6236,705x318,705,318,30,22,52,Red
6237,705x313,705,313,27,22,49,Red
6238,705x358,705,358,47,25,72,Red
