tag,cross,female.parent,male.parent,n.female,n.male,n.total,rep
2004,195x810,195,810,52,56,108,Red
2005,195x217,195,217,61,58,119,Red
2006,195x256,195,256,53,58,111,Red
2007,195x233,195,233,15,15,30,Red
2008,195x28,195,28,79,87,166,Red
2009,195x280,195,280,95,85,180,Red
2010,195x513,195,513,53,56,109,Red
2011,195x91,195,91,73,80,153,Red
2012,195x239,195,239,61,47,108,Red
2013,195x370,195,370,77,78,155,Red
2014,195x195,195,195,69,61,130,Red
2015,195x57,195,57,74,80,154,Red
2016,195x138,195,138,46,44,90,Red
2017,195x208,195,208,65,68,133,Red
2018,195x161,195,161,57,72,129,Red
2019,195x386,195,386,84,69,153,Red
2020,195x176,195,176,40,36,76,Red
2021,195x40,195,40,59,57,116,Red
2022,195x365,195,365,73,82,155,Red
2023,195x555,195,555,87,94,181,Red
2024,195x712,195,712,85,65,150,Red
2025,195x805,195,805,88,73,161,Red
2026,195x41,195,41,66,79,145,Red
2027,195x517,195,517,80,77,157,Red
2028,195x227,195,227,78,77,155,Red
2029,195x705,195,705,71,78,149,Red
2030,195x158,195,158,83,64,147,Red
2031,195x908,195,908,96,79,175,Red
2032,195x890,195,890,65,59,124,Red
2033,195x129,195,129,40,44,84,Red
2034,195x820,195,820,57,54,111,Red
2035,195x595,195,595,54,56,110,Red
2036,195x318,195,318,77,75,152,Red
2037,195x313,195,313,78,71,149,Red
2038,195x358,195,358,110,84,194,Red
2039,195x882,195,882,65,66,131,Red
2040,195x375,195,375,71,71,142,Red
2041,195x367,195,367,77,51,128,Red
2042,195x639,195,639,78,78,156,Red
2043,195x399,195,399,76,70,146,Red
2044,195x379,195,379,73,62,135,Red
2045,195x380,195,380,40,45,85,Red
2046,195x398,195,398,79,61,140,Red
2047,195x21,195,21,54,64,118,Red
2048,195x235,195,235,84,81,165,Red
2049,195x461,195,461,52,59,111,Red
2050,195x790,195,790,64,77,141,Red
2051,195x45,195,45,64,83,147,Blue
2052,195x228,195,228,87,75,162,Blue
2053,195x26,195,26,83,86,169,Blue
2054,195x810,195,810,45,62,107,Blue
2055,195x217,195,217,82,78,160,Blue
2056,195x256,195,256,86,76,162,Blue
2057,195x233,195,233,60,52,112,Blue
2058,195x28,195,28,62,81,143,Blue
2059,195x280,195,280,93,86,179,Blue
2060,195x513,195,513,98,79,177,Blue
2061,195x91,195,91,93,79,172,Blue
2062,195x239,195,239,66,80,146,Blue
2063,195x370,195,370,67,81,148,Blue
2064,195x195,195,195,76,59,135,Blue
2065,195x57,195,57,80,77,157,Blue
2066,195x138,195,138,92,104,196,Blue
2067,195x208,195,208,68,70,138,Blue
2068,195x161,195,161,87,68,155,Blue
2069,195x386,195,386,60,58,118,Blue
2070,195x176,195,176,51,64,115,Blue
2071,195x40,195,40,69,60,129,Blue
2072,195x365,195,365,78,83,161,Blue
2073,195x555,195,555,60,90,150,Blue
2074,195x712,195,712,50,58,108,Blue
2075,195x805,195,805,80,58,138,Blue
2076,195x41,195,41,70,83,153,Blue
2077,195x517,195,517,72,68,140,Blue
2078,195x227,195,227,73,60,133,Blue
2079,195x705,195,705,81,69,150,Blue
2080,195x158,195,158,73,65,138,Blue
2081,195x908,195,908,91,75,166,Blue
2082,195x890,195,890,39,45,84,Blue
2083,195x129,195,129,40,47,87,Blue
2084,195x820,195,820,95,94,189,Blue
2085,195x595,195,595,69,67,136,Blue
2086,195x318,195,318,67,63,130,Blue
2087,195x313,195,313,86,74,160,Blue
2088,195x358,195,358,94,73,167,Blue
2089,195x882,195,882,74,50,124,Blue
2090,195x375,195,375,65,66,131,Blue
2091,195x367,195,367,43,51,94,Blue
2092,195x639,195,639,80,55,135,Blue
2093,195x399,195,399,61,78,139,Blue
2094,195x379,195,379,85,89,174,Blue
2095,195x380,195,380,52,49,101,Blue
2096,195x398,195,398,58,52,110,Blue
2097,195x21,195,21,61,44,105,Blue
2098,195x235,195,235,66,58,124,Blue
2099,195x461,195,461,43,34,77,Blue
2100,195x790,195,790,55,79,134,Blue
2101,208x45,208,45,65,47,112,White
2102,208x228,208,228,79,71,150,White
2103,208x26,208,26,85,46,131,White
2104,208x810,208,810,56,43,99,White
2105,208x217,208,217,70,66,136,White
2106,208x256,208,256,47,43,90,White
2107,208x233,208,233,36,25,61,White
2108,208x28,208,28,52,70,122,White
2109,208x280,208,280,50,63,113,White
2110,208x513,208,513,59,37,96,White
2111,208x91,208,91,67,100,167,White
2112,208x239,208,239,89,89,178,White
2113,208x370,208,370,67,79,146,White
2114,208x195,208,195,65,73,138,White
2115,208x57,208,57,49,41,90,White
2116,208x138,208,138,66,56,122,White
2117,208x208,208,208,77,89,166,White
2118,208x161,208,161,37,49,86,White
2119,208x386,208,386,97,94,191,White
2120,208x176,208,176,37,36,73,White
2121,208x40,208,40,69,77,146,White
2122,208x365,208,365,68,69,137,White
2123,208x555,208,555,48,53,101,White
2124,208x712,208,712,53,40,93,White
2125,208x805,208,805,62,27,89,White
2126,208x41,208,41,29,43,72,White
2127,208x517,208,517,78,75,153,White
2128,208x227,208,227,54,56,110,White
2129,208x705,208,705,43,60,103,White
2130,208x158,208,158,38,38,76,White
2131,208x908,208,908,72,44,116,White
2132,208x890,208,890,54,72,126,White
2133,208x129,208,129,38,54,92,White
2134,208x820,208,820,67,62,129,White
2135,208x595,208,595,59,67,126,White
2136,208x318,208,318,62,73,135,White
2137,208x313,208,313,60,58,118,White
2138,208x358,208,358,84,55,139,White
2139,208x882,208,882,52,50,102,White
2140,208x375,208,375,66,65,131,White
2141,208x367,208,367,54,79,133,White
2142,208x639,208,639,48,57,105,White
2143,208x399,208,399,56,68,124,White
2144,208x379,208,379,64,82,146,White
2145,208x380,208,380,71,59,130,White
2146,208x398,208,398,66,61,127,White
2147,208x21,208,21,73,59,132,White
2148,208x235,208,235,37,52,89,White
2149,208x461,208,461,61,59,120,White
2150,208x790,208,790,68,62,130,White
2151,208x45,208,45,54,79,133,Red
2152,208x228,208,228,48,69,117,Red
2153,208x26,208,26,65,77,142,Red
2154,208x810,208,810,74,60,134,Red
2155,208x217,208,217,60,57,117,Red
2156,208x256,208,256,80,88,168,Red
2157,208x233,208,233,71,51,122,Red
2158,208x28,208,28,65,61,126,Red
2159,208x280,208,280,37,44,81,Red
2160,208x513,208,513,72,62,134,Red
2161,208x91,208,91,61,67,128,Red
2162,208x239,208,239,84,84,168,Red
2163,208x370,208,370,58,63,121,Red
2164,208x195,208,195,98,82,180,Red
2165,208x57,208,57,38,45,83,Red
2166,208x138,208,138,70,66,136,Red
2167,208x208,208,208,74,67,141,Red
2168,208x161,208,161,64,49,113,Red
2169,208x386,208,386,45,58,103,Red
2170,208x176,208,176,72,67,139,Red
2171,208x40,208,40,63,58,121,Red
2172,208x365,208,365,60,86,146,Red
2173,208x555,208,555,62,68,130,Red
2174,208x712,208,712,57,71,128,Red
2175,208x805,208,805,46,67,113,Red
2176,208x41,208,41,42,55,97,Red
2177,208x517,208,517,38,55,93,Red
2178,208x227,208,227,69,64,133,Red
2179,208x705,208,705,52,60,112,Red
2180,208x158,208,158,50,70,120,Red
2181,208x908,208,908,85,70,155,Red
2182,208x890,208,890,75,100,175,Red
2183,208x129,208,129,52,59,111,Red
2184,208x820,208,820,69,65,134,Red
2185,208x595,208,595,45,59,104,Red
2186,208x318,208,318,80,44,124,Red
2187,208x313,208,313,52,57,109,Red
2188,208x358,208,358,56,54,110,Red
2189,208x882,208,882,45,73,118,Red
2190,208x375,208,375,51,42,93,Red
2191,208x367,208,367,66,86,152,Red
2192,208x639,208,639,78,82,160,Red
2193,208x399,208,399,69,55,124,Red
2194,208x379,208,379,68,67,135,Red
2195,208x380,208,380,84,70,154,Red
2196,208x398,208,398,79,58,137,Red
2197,208x21,208,21,56,45,101,Red
2198,208x235,208,235,67,61,128,Red
2199,208x461,208,461,74,85,159,Red
2200,208x790,208,790,71,73,144,Red
2201,208x45,208,45,55,68,123,Blue
2202,208x228,208,228,74,78,152,Blue
2203,208x26,208,26,42,55,97,Blue
2204,208x810,208,810,63,67,130,Blue
2205,208x217,208,217,76,82,158,Blue
2206,208x256,208,256,81,61,142,Blue
2207,208x233,208,233,60,54,114,Blue
2208,208x28,208,28,57,59,116,Blue
2209,208x280,208,280,46,51,97,Blue
2210,208x513,208,513,51,69,120,Blue
2211,208x91,208,91,59,90,149,Blue
2212,208x239,208,239,79,78,157,Blue
2213,208x370,208,370,36,40,76,Blue
2214,208x195,208,195,67,78,145,Blue
2215,208x57,208,57,76,60,136,Blue
2216,208x138,208,138,39,71,110,Blue
2217,208x208,208,208,79,81,160,Blue
2218,208x161,208,161,88,71,159,Blue
2219,208x386,208,386,79,83,162,Blue
2220,208x176,208,176,59,85,144,Blue
2221,208x40,208,40,72,64,136,Blue
2222,208x365,208,365,56,80,136,Blue
2223,208x555,208,555,64,46,110,Blue
2224,208x712,208,712,45,52,97,Blue
2225,208x805,208,805,63,62,125,Blue
2226,208x41,208,41,49,48,97,Blue
2227,208x517,208,517,57,69,126,Blue
2228,208x227,208,227,60,69,129,Blue
2229,208x705,208,705,29,42,71,Blue
2230,208x158,208,158,59,63,122,Blue
2231,208x908,208,908,57,55,112,Blue
2232,208x890,208,890,74,67,141,Blue
2233,208x129,208,129,73,73,146,Blue
2234,208x820,208,820,59,66,125,Blue
2235,208x595,208,595,60,60,120,Blue
2236,208x318,208,318,83,89,172,Blue
2237,208x313,208,313,45,53,98,Blue
2238,208x358,208,358,52,67,119,Blue
2239,208x882,208,882,72,63,135,Blue
2240,208x375,208,375,74,60,134,Blue
2241,208x367,208,367,78,67,145,Blue
2242,208x639,208,639,68,60,128,Blue
2243,208x399,208,399,48,49,97,Blue
2244,208x379,208,379,48,52,100,Blue
2245,208x380,208,380,74,87,161,Blue
2246,208x398,208,398,64,62,126,Blue
2247,208x21,208,21,79,68,147,Blue
2248,208x235,208,235,57,57,114,Blue
2249,208x461,208,461,63,66,129,Blue
2250,208x790,208,790,36,53,89,Blue
2251,217x45,217,45,30,22,52,White
2252,217x228,217,228,58,43,101,White
2253,217x26,217,26,63,50,113,White
2254,217x810,217,810,40,41,81,White
2255,217x217,217,217,78,75,153,White
2256,217x256,217,256,67,49,116,White
2257,217x233,217,233,14,26,40,White
2258,217x28,217,28,49,41,90,White
2259,217x280,217,280,68,66,134,White
2260,217x513,217,513,92,75,167,White
2261,217x91,217,91,55,56,111,White
2262,217x239,217,239,97,97,194,White
2263,217x370,217,370,65,73,138,White
2264,217x195,217,195,35,21,56,White
2265,217x57,217,57,52,38,90,White
2266,217x138,217,138,85,84,169,White
2267,217x208,217,208,91,80,171,White
2268,217x161,217,161,56,77,133,White
2269,217x386,217,386,90,92,182,White
2270,217x176,217,176,83,83,166,White
2271,217x40,217,40,61,52,113,White
2272,217x365,217,365,56,64,120,White
2273,217x555,217,555,66,45,111,White
2274,217x712,217,712,125,98,223,White
2275,217x805,217,805,84,72,156,White
2276,217x41,217,41,63,60,123,White
2277,217x517,217,517,35,38,73,White
2278,217x227,217,227,92,46,138,White
2279,217x705,217,705,78,87,165,White
2280,217x158,217,158,73,74,147,White
2281,217x908,217,908,57,39,96,White
2282,217x890,217,890,48,49,97,White
2283,217x129,217,129,59,58,117,White
2284,217x820,217,820,44,41,85,White
2285,217x595,217,595,42,27,69,White
2286,217x318,217,318,57,62,119,White
2287,217x313,217,313,70,39,109,White
2288,217x358,217,358,72,72,144,White
2289,217x882,217,882,37,48,85,White
2290,217x375,217,375,68,58,126,White
2291,217x367,217,367,40,39,79,White
2292,217x639,217,639,64,53,117,White
2293,217x399,217,399,44,44,88,White
2294,217x379,217,379,29,41,70,White
2295,217x380,217,380,47,58,105,White
2296,217x398,217,398,98,99,197,White
2297,217x21,217,21,51,50,101,White
2298,217x235,217,235,48,70,118,White
2299,217x461,217,461,39,37,76,White
2300,217x790,217,790,62,64,126,White
2301,217x45,217,45,67,66,133,Red
2302,217x228,217,228,75,71,146,Red
2303,217x26,217,26,72,56,128,Red
2304,217x810,217,810,53,51,104,Red
2305,217x217,217,217,69,59,128,Red
2306,217x256,217,256,62,62,124,Red
2307,217x233,217,233,47,54,101,Red
2308,217x28,217,28,52,56,108,Red
2309,217x280,217,280,68,39,107,Red
2310,217x513,217,513,59,51,110,Red
2311,217x91,217,91,89,85,174,Red
2312,217x239,217,239,54,53,107,Red
2313,217x370,217,370,60,55,115,Red
2314,217x195,217,195,53,53,106,Red
2315,217x57,217,57,60,34,94,Red
2316,217x138,217,138,57,48,105,Red
2317,217x208,217,208,36,43,79,Red
2318,217x161,217,161,79,79,158,Red
2319,217x386,217,386,16,21,37,Red
2320,217x176,217,176,32,38,70,Red
2321,217x40,217,40,81,66,147,Red
2322,217x365,217,365,76,71,147,Red
2323,217x555,217,555,66,54,120,Red
2324,217x712,217,712,46,34,80,Red
2325,217x805,217,805,78,69,147,Red
2326,217x41,217,41,70,88,158,Red
2327,217x517,217,517,35,47,82,Red
2328,217x227,217,227,27,26,53,Red
2329,217x705,217,705,74,56,130,Red
2330,217x158,217,158,34,21,55,Red
2331,217x908,217,908,43,52,95,Red
2332,217x890,217,890,25,23,48,Red
2333,217x129,217,129,52,53,105,Red
2334,217x820,217,820,55,43,98,Red
2335,217x595,217,595,61,78,139,Red
2336,217x318,217,318,62,57,119,Red
2337,217x313,217,313,65,48,113,Red
2338,217x358,217,358,60,51,111,Red
2339,217x882,217,882,70,56,126,Red
2340,217x375,217,375,76,92,168,Red
2341,217x367,217,367,46,35,81,Red
2342,217x639,217,639,73,53,126,Red
2343,217x399,217,399,54,59,113,Red
2344,217x379,217,379,77,64,141,Red
2345,217x380,217,380,40,41,81,Red
2346,217x398,217,398,50,66,116,Red
2347,217x21,217,21,47,39,86,Red
2348,217x235,217,235,45,55,100,Red
2349,217x461,217,461,63,62,125,Red
2350,217x790,217,790,73,64,137,Red
2351,217x45,217,45,75,72,147,Blue
2352,217x228,217,228,54,41,95,Blue
2353,217x26,217,26,65,54,119,Blue
2354,217x810,217,810,61,68,129,Blue
2355,217x217,217,217,36,35,71,Blue
2356,217x256,217,256,57,46,103,Blue
2357,217x233,217,233,49,40,89,Blue
2358,217x28,217,28,39,65,104,Blue
2359,217x280,217,280,50,54,104,Blue
2360,217x513,217,513,97,92,189,Blue
2361,217x91,217,91,54,45,99,Blue
2362,217x239,217,239,43,39,82,Blue
2363,217x370,217,370,35,62,97,Blue
2364,217x195,217,195,65,55,120,Blue
2365,217x57,217,57,50,37,87,Blue
2366,217x138,217,138,69,75,144,Blue
2367,217x208,217,208,84,73,157,Blue
2368,217x161,217,161,77,53,130,Blue
2369,217x386,217,386,31,32,63,Blue
2370,217x176,217,176,64,60,124,Blue
2371,217x40,217,40,83,61,144,Blue
2372,217x365,217,365,36,38,74,Blue
2373,217x555,217,555,58,60,118,Blue
2374,217x712,217,712,51,60,111,Blue
2375,217x805,217,805,57,50,107,Blue
2376,217x41,217,41,81,78,159,Blue
2377,217x517,217,517,53,50,103,Blue
2378,217x227,217,227,79,86,165,Blue
2379,217x705,217,705,64,68,132,Blue
2380,217x158,217,158,53,45,98,Blue
2381,217x908,217,908,39,28,67,Blue
2382,217x890,217,890,31,34,65,Blue
2383,217x129,217,129,56,65,121,Blue
2384,217x820,217,820,85,58,143,Blue
2385,217x595,217,595,54,49,103,Blue
2386,217x318,217,318,70,61,131,Blue
2387,217x313,217,313,46,62,108,Blue
2388,217x358,217,358,96,75,171,Blue
2389,217x882,217,882,60,58,118,Blue
2390,217x375,217,375,70,88,158,Blue
2391,217x367,217,367,31,32,63,Blue
2392,217x639,217,639,58,68,126,Blue
2393,217x399,217,399,70,47,117,Blue
2394,217x379,217,379,86,69,155,Blue
2395,217x380,217,380,65,56,121,Blue
2396,217x398,217,398,60,73,133,Blue
2397,217x21,217,21,57,50,107,Blue
2398,217x235,217,235,61,60,121,Blue
2399,217x461,217,461,47,34,81,Blue
2400,217x790,217,790,55,42,97,Blue
2401,227x45,227,45,23,25,48,White
2402,227x228,227,228,65,41,106,White
2403,227x26,227,26,44,43,87,White
2404,227x810,227,810,50,44,94,White
2405,227x217,227,217,57,43,100,White
2406,227x256,227,256,47,42,89,White
2407,227x233,227,233,62,58,120,White
2408,227x28,227,28,68,47,115,White
2409,227x280,227,280,58,41,99,White
2410,227x513,227,513,17,36,53,White
2411,227x91,227,91,66,49,115,White
2412,227x239,227,239,62,49,111,White
2413,227x370,227,370,52,51,103,White
2414,227x195,227,195,52,40,92,White
2415,227x57,227,57,49,55,104,White
2416,227x138,227,138,61,66,127,White
2417,227x208,227,208,46,48,94,White
2418,227x161,227,161,43,38,81,White
2419,227x386,227,386,40,27,67,White
2420,227x176,227,176,50,66,116,White
2421,227x40,227,40,24,17,41,White
2422,227x365,227,365,59,52,111,White
2423,227x555,227,555,55,41,96,White
2424,227x712,227,712,62,41,103,White
2425,227x805,227,805,51,49,100,White
2426,227x41,227,41,55,61,116,White
2427,227x517,227,517,58,53,111,White
2428,227x227,227,227,41,44,85,White
2429,227x705,227,705,45,61,106,White
2430,227x158,227,158,51,57,108,White
2431,227x908,227,908,48,48,96,White
2432,227x890,227,890,40,68,108,White
2433,227x129,227,129,61,41,102,White
2434,227x820,227,820,45,60,105,White
2435,227x595,227,595,58,45,103,White
2436,227x318,227,318,58,52,110,White
2437,227x313,227,313,45,36,81,White
2438,227x358,227,358,56,44,100,White
2439,227x882,227,882,63,72,135,White
2440,227x375,227,375,65,78,143,White
2441,227x367,227,367,57,61,118,White
2442,227x639,227,639,60,55,115,White
2443,227x399,227,399,64,56,120,White
2444,227x379,227,379,23,19,42,White
2445,227x380,227,380,44,61,105,White
2446,227x398,227,398,65,41,106,White
2447,227x21,227,21,60,55,115,White
2448,227x235,227,235,43,47,90,White
2449,227x461,227,461,42,47,89,White
2450,227x790,227,790,72,61,133,White
2451,227x45,227,45,75,56,131,Red
2452,227x228,227,228,62,46,108,Red
2453,227x26,227,26,37,49,86,Red
2454,227x810,227,810,52,55,107,Red
2455,227x217,227,217,56,69,125,Red
2456,227x256,227,256,51,41,92,Red
2457,227x233,227,233,49,45,94,Red
2458,227x28,227,28,43,63,106,Red
2459,227x280,227,280,57,46,103,Red
2460,227x513,227,513,56,35,91,Red
2461,227x91,227,91,63,52,115,Red
2462,227x239,227,239,71,66,137,Red
2463,227x370,227,370,69,70,139,Red
2464,227x195,227,195,42,33,75,Red
2465,227x57,227,57,31,39,70,Red
2466,227x138,227,138,50,50,100,Red
2467,227x208,227,208,65,68,133,Red
2468,227x161,227,161,39,45,84,Red
2469,227x386,227,386,63,52,115,Red
2470,227x176,227,176,49,48,97,Red
2471,227x40,227,40,53,44,97,Red
2472,227x365,227,365,46,60,106,Red
2473,227x555,227,555,40,37,77,Red
2474,227x712,227,712,69,59,128,Red
2475,227x805,227,805,48,45,93,Red
2476,227x41,227,41,63,67,130,Red
2477,227x517,227,517,39,51,90,Red
2478,227x227,227,227,40,42,82,Red
2479,227x705,227,705,53,55,108,Red
2480,227x158,227,158,53,57,110,Red
2481,227x908,227,908,58,53,111,Red
2482,227x890,227,890,25,18,43,Red
2483,227x129,227,129,39,39,78,Red
2484,227x820,227,820,41,42,83,Red
2485,227x595,227,595,63,60,123,Red
2486,227x318,227,318,50,50,100,Red
2487,227x313,227,313,24,15,39,Red
2488,227x358,227,358,49,47,96,Red
2489,227x882,227,882,40,36,76,Red
2490,227x375,227,375,26,39,65,Red
2491,227x367,227,367,28,37,65,Red
2492,227x639,227,639,2,20,22,Red
2493,227x399,227,399,42,42,84,Red
2494,227x379,227,379,39,53,92,Red
2495,227x380,227,380,52,57,109,Red
2496,227x398,227,398,42,36,78,Red
2497,227x21,227,21,47,38,85,Red
2498,227x235,227,235,57,42,99,Red
2499,227x461,227,461,77,61,138,Red
2500,227x790,227,790,59,65,124,Red
2501,227x45,227,45,33,38,71,Blue
2502,227x228,227,228,67,44,111,Blue
2503,227x26,227,26,61,53,114,Blue
2504,227x810,227,810,77,70,147,Blue
2505,227x217,227,217,53,50,103,Blue
2506,227x256,227,256,67,64,131,Blue
2507,227x233,227,233,42,38,80,Blue
2508,227x28,227,28,48,56,104,Blue
2509,227x280,227,280,51,45,96,Blue
2510,227x513,227,513,50,43,93,Blue
2511,227x91,227,91,81,72,153,Blue
2512,227x239,227,239,73,65,138,Blue
2513,227x370,227,370,57,42,99,Blue
2514,227x195,227,195,42,44,86,Blue
2515,227x57,227,57,62,62,124,Blue
2516,227x138,227,138,72,72,144,Blue
2517,227x208,227,208,65,62,127,Blue
2518,227x161,227,161,71,62,133,Blue
2519,227x386,227,386,59,48,107,Blue
2520,227x176,227,176,49,26,75,Blue
2521,227x40,227,40,46,31,77,Blue
2522,227x365,227,365,52,64,116,Blue
2523,227x555,227,555,26,33,59,Blue
2524,227x712,227,712,60,67,127,Blue
2525,227x805,227,805,38,39,77,Blue
2526,227x41,227,41,71,61,132,Blue
2527,227x517,227,517,55,52,107,Blue
2528,227x227,227,227,38,31,69,Blue
2529,227x705,227,705,63,65,128,Blue
2530,227x158,227,158,69,66,135,Blue
2531,227x908,227,908,59,60,119,Blue
2532,227x890,227,890,69,51,120,Blue
2533,227x129,227,129,57,64,121,Blue
2534,227x820,227,820,21,17,38,Blue
2535,227x595,227,595,49,64,113,Blue
2536,227x318,227,318,52,57,109,Blue
2537,227x313,227,313,60,51,111,Blue
2538,227x358,227,358,68,65,133,Blue
2539,227x882,227,882,67,54,121,Blue
2540,227x375,227,375,53,59,112,Blue
2541,227x367,227,367,56,65,121,Blue
2542,227x639,227,639,21,13,34,Blue
2543,227x399,227,399,42,45,87,Blue
2544,227x379,227,379,52,45,97,Blue
2545,227x380,227,380,52,56,108,Blue
2546,227x398,227,398,61,42,103,Blue
2547,227x21,227,21,27,29,56,Blue
2548,227x235,227,235,45,40,85,Blue
2549,227x461,227,461,76,55,131,Blue
2550,227x790,227,790,56,68,124,Blue
2551,228x45,228,45,59,70,129,White
2552,228x228,228,228,75,78,153,White
2553,228x26,228,26,56,47,103,White
2554,228x810,228,810,53,60,113,White
2555,228x217,228,217,53,57,110,White
2556,228x256,228,256,58,51,109,White
2557,228x233,228,233,52,65,117,White
2558,228x28,228,28,38,23,61,White
2559,228x280,228,280,61,59,120,White
2560,228x513,228,513,77,74,151,White
2561,228x91,228,91,23,46,69,White
2562,228x239,228,239,55,49,104,White
2563,228x370,228,370,53,83,136,White
2564,228x195,228,195,66,73,139,White
2565,228x57,228,57,48,56,104,White
2566,228x138,228,138,45,50,95,White
2567,228x208,228,208,41,69,110,White
2568,228x161,228,161,53,36,89,White
2569,228x386,228,386,76,64,140,White
2570,228x176,228,176,54,69,123,White
2571,228x40,228,40,49,46,95,White
2572,228x365,228,365,34,65,99,White
2573,228x555,228,555,48,41,89,White
2574,228x712,228,712,75,86,161,White
2575,228x805,228,805,78,66,144,White
2576,228x41,228,41,53,60,113,White
2577,228x517,228,517,49,76,125,White
2578,228x227,228,227,57,66,123,White
2579,228x705,228,705,75,66,141,White
2580,228x158,228,158,67,48,115,White
2581,228x908,228,908,88,67,155,White
2582,228x890,228,890,48,58,106,White
2583,228x129,228,129,46,65,111,White
2584,228x820,228,820,58,69,127,White
2585,228x595,228,595,54,49,103,White
2586,228x318,228,318,53,56,109,White
2587,228x313,228,313,15,34,49,White
2588,228x358,228,358,45,56,101,White
2589,228x882,228,882,54,62,116,White
2590,228x375,228,375,78,63,141,White
2591,228x367,228,367,72,53,125,White
2592,228x639,228,639,71,87,158,White
2593,228x399,228,399,49,37,86,White
2594,228x379,228,379,83,79,162,White
2595,228x380,228,380,46,54,100,White
2596,228x398,228,398,56,74,130,White
2597,228x21,228,21,57,63,120,White
2598,228x235,228,235,45,52,97,White
2599,228x461,228,461,56,54,110,White
2600,228x790,228,790,95,63,158,White
2601,228x45,228,45,53,71,124,Red
2602,228x228,228,228,50,50,100,Red
2603,228x26,228,26,47,53,100,Red
2604,228x810,228,810,47,86,133,Red
2605,228x217,228,217,66,75,141,Red
2606,228x256,228,256,44,9,53,Red
2607,228x233,228,233,58,77,135,Red
2608,228x28,228,28,46,50,96,Red
2609,228x280,228,280,54,49,103,Red
2610,228x513,228,513,79,76,155,Red
2611,228x91,228,91,62,77,139,Red
2612,228x239,228,239,85,70,155,Red
2613,228x370,228,370,44,59,103,Red
2614,228x195,228,195,69,85,154,Red
2615,228x57,228,57,60,55,115,Red
2616,228x138,228,138,63,69,132,Red
2617,228x208,228,208,64,71,135,Red
2618,228x161,228,161,51,67,118,Red
2619,228x386,228,386,70,57,127,Red
2620,228x176,228,176,56,63,119,Red
2621,228x40,228,40,83,74,157,Red
2622,228x365,228,365,56,67,123,Red
2623,228x555,228,555,54,48,102,Red
2624,228x712,228,712,100,94,194,Red
2625,228x805,228,805,49,55,104,Red
2626,228x41,228,41,66,57,123,Red
2627,228x517,228,517,92,85,177,Red
2628,228x227,228,227,68,53,121,Red
2629,228x705,228,705,56,65,121,Red
2630,228x158,228,158,40,54,94,Red
2631,228x908,228,908,22,37,59,Red
2632,228x890,228,890,54,67,121,Red
2633,228x129,228,129,53,59,112,Red
2634,228x820,228,820,67,81,148,Red
2635,228x595,228,595,35,50,85,Red
2636,228x318,228,318,62,58,120,Red
2637,228x313,228,313,32,43,75,Red
2638,228x358,228,358,49,81,130,Red
2639,228x882,228,882,67,61,128,Red
2640,228x375,228,375,72,64,136,Red
2641,228x367,228,367,79,80,159,Red
2642,228x639,228,639,51,69,120,Red
2643,228x399,228,399,71,71,142,Red
2644,228x379,228,379,67,59,126,Red
2645,228x380,228,380,66,64,130,Red
2646,228x398,228,398,66,92,158,Red
2647,228x21,228,21,62,73,135,Red
2648,228x235,228,235,56,52,108,Red
2649,228x461,228,461,79,72,151,Red
2650,228x790,228,790,58,69,127,Red
2651,228x45,228,45,86,74,160,Blue
2652,228x228,228,228,92,94,186,Blue
2653,228x26,228,26,86,63,149,Blue
2654,228x810,228,810,74,86,160,Blue
2655,228x217,228,217,75,58,133,Blue
2656,228x256,228,256,90,66,156,Blue
2657,228x233,228,233,64,55,119,Blue
2658,228x28,228,28,55,70,125,Blue
2659,228x280,228,280,67,69,136,Blue
2660,228x513,228,513,77,59,136,Blue
2661,228x91,228,91,66,86,152,Blue
2662,228x239,228,239,97,95,192,Blue
2663,228x370,228,370,78,98,176,Blue
2664,228x195,228,195,86,82,168,Blue
2665,228x57,228,57,41,34,75,Blue
2666,228x138,228,138,55,62,117,Blue
2667,228x208,228,208,36,38,74,Blue
2668,228x161,228,161,66,56,122,Blue
2669,228x386,228,386,85,92,177,Blue
2670,228x176,228,176,47,59,106,Blue
2671,228x40,228,40,48,38,86,Blue
2672,228x365,228,365,57,41,98,Blue
2673,228x555,228,555,72,54,126,Blue
2674,228x712,228,712,98,80,178,Blue
2675,228x805,228,805,66,76,142,Blue
2676,228x41,228,41,84,77,161,Blue
2677,228x517,228,517,73,66,139,Blue
2678,228x227,228,227,41,44,85,Blue
2679,228x705,228,705,65,66,131,Blue
2680,228x158,228,158,59,67,126,Blue
2681,228x908,228,908,90,75,165,Blue
2682,228x890,228,890,72,64,136,Blue
2683,228x129,228,129,38,45,83,Blue
2684,228x820,228,820,68,57,125,Blue
2685,228x595,228,595,48,67,115,Blue
2686,228x318,228,318,57,39,96,Blue
2687,228x313,228,313,70,66,136,Blue
2688,228x358,228,358,47,53,100,Blue
2689,228x882,228,882,58,52,110,Blue
2690,228x375,228,375,57,52,109,Blue
2691,228x367,228,367,49,35,84,Blue
2692,228x639,228,639,39,25,64,Blue
2693,228x399,228,399,81,66,147,Blue
2694,228x379,228,379,31,38,69,Blue
2695,228x380,228,380,51,49,100,Blue
2696,228x398,228,398,56,53,109,Blue
2697,228x21,228,21,58,36,94,Blue
2698,228x235,228,235,71,57,128,Blue
2699,228x461,228,461,69,48,117,Blue
